order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,delivery_days,late_delivery_flag
001ab0a7578dd66cd4b0a71f5b6e1e41,8bb3bef4e75a95524235cdc11a7331af,delivered,"2017-12-27 00:38:47","2017-12-28 02:33:42","2017-12-28 18:09:35","2018-01-17 20:43:29","2018-01-29 00:00:00",21,0
001b76dd48a5b1eee3e87778daa40df8,a62843b08086d1629415a203a7fd419d,delivered,"2018-03-26 17:42:53","2018-03-26 17:50:17","2018-03-29 23:32:44","2018-04-06 18:36:23","2018-04-27 00:00:00",11,0
001daeb0eddc45b999bad0801ad9d273,3ba02060e681d361d603d5f7ef0a730b,delivered,"2017-05-17 23:19:34","2017-05-19 02:15:20","2017-05-19 10:03:49","2017-06-08 15:34:07","2017-06-19 00:00:00",22,0
001dbc16dc51075e987543d23a0507c7,698a74f33469466fa4172e829505d1c6,delivered,"2017-01-28 13:17:57","2017-01-28 13:32:16","2017-02-01 15:59:46","2017-02-13 13:17:47","2017-03-20 00:00:00",16,0
001e7cf2ad6bef3ade12ebc56ceaf0f3,d1684ed69f8fd574b7c344de923f379a,delivered,"2018-05-19 10:29:23","2018-05-19 10:59:50","2018-05-21 14:34:00","2018-06-04 18:08:23","2018-06-05 00:00:00",16,0
00254baeb6c932b0a8aeead91fbd02b5,ce0421a97232c2a1194cdb66cd3ebb9d,delivered,"2018-05-08 21:45:54","2018-05-08 22:14:46","2018-05-09 13:51:00","2018-05-30 19:38:36","2018-06-05 00:00:00",22,0
0025c5d1a8ca53a240ec2634bb4492ea,2430ad4b1b6efb56cf3050b5d3cf5e54,delivered,"2018-07-08 09:17:59","2018-07-08 09:30:09","2018-07-10 13:36:00","2018-07-31 10:51:58","2018-08-03 00:00:00",23,0
002611a77fe03d076285fd4ca95db77c,2b6cb6a4852a866c3b71dcbc7c5a2fce,delivered,"2018-02-27 17:46:23","2018-03-01 02:49:09","2018-03-02 03:12:49","2018-03-22 19:03:31","2018-03-26 00:00:00",23,0
0026a368634b6e6f34f33b1499773a30,66b8528f2144c6cf919795323c4d43fb,delivered,"2017-10-27 21:10:26","2017-10-27 21:26:45","2017-11-03 20:59:39","2017-11-07 21:58:51","2017-12-01 00:00:00",11,0
00276d5c3491fbf55305e26891040df9,54686c41e86854e35879efbd1c2cab1b,delivered,"2018-02-13 11:47:21","2018-02-13 12:55:57","2018-02-20 23:19:10","2018-03-16 19:57:52","2018-03-22 00:00:00",31,0
002834535f7a609a5c68266f173fa59e,89a6b1bfbe1b366503995b8df4c49450,delivered,"2018-07-23 17:26:00","2018-07-28 23:30:59","2018-07-24 15:53:00","2018-08-11 01:48:33","2018-08-14 00:00:00",19,0
0028de0ca693a1bb26448916a81105cc,4b4773853bbbc435ddddd51bd6c6a002,delivered,"2018-08-15 14:59:36","2018-08-17 03:35:17","2018-08-17 09:45:00","2018-08-28 18:58:21","2018-09-11 00:00:00",13,0
002af7fa9eb99d1456bceb6a13d6fc0b,bacf5021c97183a2a3946dff31e56098,delivered,"2018-02-18 18:46:28","2018-02-18 19:46:50","2018-02-19 20:35:16","2018-03-12 18:15:42","2018-03-15 00:00:00",22,0
0030ff924c38549807645976adeef2c0,c46e1af5a15417246a9c5e81ac964358,delivered,"2018-03-25 16:52:27","2018-03-25 17:10:21","2018-04-07 01:18:33","2018-04-16 15:39:49","2018-04-20 00:00:00",22,0
003324c70b19a16798817b2b3640e721,43696894b5bf8fbe1a40b2148ea505a0,delivered,"2017-05-18 19:04:48","2017-05-18 19:22:34","2017-05-19 16:04:55","2017-05-30 08:12:15","2017-06-07 00:00:00",12,0
003423b755b562962a6225a8de40d12e,18f1bb6325d50619d5c13b7a25b869fd,delivered,"2018-07-08 11:28:17","2018-07-10 04:25:09","2018-07-13 15:00:00","2018-07-24 21:33:38","2018-08-08 00:00:00",16,0
0035246a40f520710769010f752e7507,4bcf2ad7ccc061c13ff360aae5b7abcd,delivered,"2017-08-17 00:57:23","2017-08-17 01:25:39","2017-08-22 15:33:53","2017-08-28 19:14:03","2017-09-06 00:00:00",11,0
0035c0b07126fe9c24a325216fb96064,c8c4991d84dbfef1f61c6152486db6d4,delivered,"2017-11-24 01:08:37","2017-11-24 01:29:45","2017-11-28 17:17:17","2017-12-07 16:59:21","2018-01-03 00:00:00",13,0
0036757472ece3dde52fd4bfd929c90e,ea477083e770db0655938e79149f8c24,delivered,"2018-07-19 14:58:59","2018-07-19 15:10:11","2018-08-07 07:45:00","2018-08-09 14:33:40","2018-08-20 00:00:00",21,0
00378c6c981f234634c0b9d6128df6dd,f3476df115c5d26bdb6bfb71b5fb66af,delivered,"2018-02-02 19:39:46","2018-02-02 19:50:27","2018-02-05 18:06:49","2018-02-26 21:36:00","2018-02-26 00:00:00",24,0
0039500db36d50d7d0bfaf23723550f3,90bd9911aed064dfc625750fbd83ebca,delivered,"2018-07-06 10:37:32","2018-07-06 10:51:09","2018-07-07 09:15:00","2018-07-21 00:08:29","2018-08-03 00:00:00",15,0
003edccf16bc5ec447f592913b3df2b4,ab3642244247c0c638253fe68ee4c345,delivered,"2018-07-07 09:02:51","2018-07-07 10:15:21","2018-07-13 14:11:00","2018-08-02 23:07:33","2018-08-03 00:00:00",26,0
00404fa7a687c8c44ca69d42695aae73,0c34c39c897304ff49eeade3059c4c60,delivered,"2018-05-07 22:38:21","2018-05-09 04:31:28","2018-05-10 18:29:00","2018-05-18 19:04:11","2018-05-24 00:00:00",11,0
0040a56893444cb56cba7cfe2225e34e,74454d0e51e0eeaaaa9b7b135469c420,delivered,"2018-01-22 23:50:35","2018-01-23 00:15:10","2018-01-23 23:46:54","2018-02-14 23:12:52","2018-02-21 00:00:00",23,0
004157daafa0bc8672e01f00e4f0c04f,42090a79268b92ced0c591a8e63d57c2,delivered,"2017-05-21 13:13:54","2017-05-21 13:25:15","2017-05-25 12:05:10","2017-06-02 14:57:49","2017-06-26 00:00:00",12,0
0044c6f6d22dd280534344177c81b989,24436139c80a4ae51c0e3a98469ed7d4,delivered,"2018-05-18 16:59:09","2018-05-18 17:15:37","2018-05-21 14:46:00","2018-06-04 20:12:57","2018-06-12 00:00:00",17,0
0045e3085f083f0f38d24bb3f22e6593,eb729faa993caad20442243265804a7c,delivered,"2017-08-10 16:13:36","2017-08-11 07:15:16","2017-08-16 18:27:40","2017-08-29 20:03:08","2017-08-30 00:00:00",19,0
00471463a6106056c1a2a809f70de640,fcad74a7e0dff27c33e36cbd78280bf9,delivered,"2017-09-21 22:00:44","2017-09-21 22:46:14","2017-10-04 14:45:15","2017-10-12 12:29:59","2017-10-20 00:00:00",21,0
0049edf42837aa808e03552a62bd2158,0f3a6d2c22bbdb61d02eb98f4a1e0dfb,delivered,"2017-12-30 12:33:26","2017-12-30 12:48:10","2018-01-04 22:38:07","2018-01-30 22:18:47","2018-02-01 00:00:00",31,0
004fb11815bc03b01b20a614eef69d14,9e2690a7ad4a0fd8bbf0a5b355d5e6ea,delivered,"2017-11-25 13:56:55","2017-11-25 14:16:42","2017-11-27 18:22:41","2017-12-16 14:31:43","2017-12-26 00:00:00",21,0
005059edee63c8c708ba61910793b31b,d3b3960bebb0ff8c6edb75c8edd39212,delivered,"2018-02-05 18:25:51","2018-02-06 18:30:33","2018-02-07 17:31:55","2018-02-19 21:39:12","2018-03-06 00:00:00",14,0
0055b77cca3186676c147f532dd2547b,3747cfcc18da3cff44fd440770d92d97,delivered,"2018-02-19 21:47:44","2018-02-19 22:47:21","2018-02-20 19:35:24","2018-03-07 19:38:34","2018-03-14 00:00:00",16,0
0057199db02d1a5ef41bacbf41f8f63b,c664dc5de5b5f4184bc4ca0285b9f8fe,delivered,"2018-01-18 17:05:30","2018-01-20 09:07:51","2018-01-23 14:33:54","2018-02-06 20:07:20","2018-02-20 00:00:00",19,0
00571ded73b3c061925584feab0db425,3c628393675b42c6b5ef89461f68ecef,delivered,"2017-05-18 20:59:24","2017-05-18 21:10:16","2017-05-22 15:50:30","2017-05-30 09:12:44","2017-06-12 00:00:00",12,0
00588f5f20fee630b83d4709e0a42715,b129d989bd1940915efbdc2d239386d3,delivered,"2017-08-18 16:02:24","2017-08-19 16:04:45","2017-08-21 21:12:51","2017-08-30 20:43:32","2017-09-29 00:00:00",12,0
005a1dded353107dbabf8ffc83a20365,d7165639dc4a682258711343560a17d3,delivered,"2018-02-09 18:00:00","2018-02-09 18:10:50","2018-02-14 23:40:04","2018-03-02 22:41:48","2018-03-07 00:00:00",21,0
005b49de51a4e006055e8487a50ad8e4,366c88e3ee5ed365c8529a9639c8b91c,delivered,"2017-04-09 13:35:38","2017-04-09 13:50:09","2017-04-10 11:18:09","2017-04-27 16:47:35","2017-05-04 00:00:00",18,0
005cad6157eadc7f1f09917607f1704a,3c3472f5efc17888458e428b0b9eeef3,delivered,"2017-04-15 16:35:52","2017-04-16 16:45:13","2017-04-17 09:05:53","2017-05-03 14:56:08","2017-05-10 00:00:00",18,0
005f25968fc854ea16fb16f5bdbc87c7,837cf66598995d5f51efd00d99ced139,delivered,"2018-03-04 14:40:35","2018-03-04 15:20:26","2018-03-08 17:27:24","2018-03-20 18:13:37","2018-03-23 00:00:00",16,0
00602f25bffa1dcfb71e202fbf9824fb,d91dc5b08f5bb5e181a878580f4ec576,delivered,"2017-11-01 17:45:52","2017-11-02 02:35:31","2017-11-03 21:12:51","2017-11-27 21:07:22","2017-12-11 00:00:00",26,0
006127b8b9a1681a982313ed7129c3c0,1aac2b5adf8aec2c00fe67d06aa8ebc2,delivered,"2018-03-08 16:01:59","2018-03-09 02:31:25","2018-03-13 03:42:06","2018-03-20 22:27:30","2018-03-26 00:00:00",12,0
0068468c453d28c8ef3fd089e50a5847,6460086b02eadee2bb54c83af13698b0,delivered,"2017-11-24 22:25:25","2017-11-25 01:31:26","2017-11-27 23:42:46","2017-12-14 11:47:13","2017-12-20 00:00:00",20,0
0068c109948b9a1dfb8530d1978acef3,34417388de13fbcd12cfcbd9d1b8dfbd,delivered,"2018-01-22 19:46:58","2018-01-24 02:53:04","2018-01-26 16:49:12","2018-02-08 18:39:13","2018-02-20 00:00:00",17,0
006f7dfffe2d90809598e8f1972b829b,6031cd91d182925af3d38ae9590e5afa,delivered,"2018-03-22 22:52:46","2018-03-22 23:07:23","2018-03-31 14:18:55","2018-04-05 19:18:35","2018-04-11 00:00:00",14,0
00772b2af35643653f108fdac1155ee3,3fa57a1801314f5064ffebcc14d2063b,delivered,"2017-04-24 10:53:12","2017-04-24 11:05:19","2017-04-24 11:15:16","2017-05-06 11:48:40","2017-05-12 00:00:00",12,0
00789ce015e7e5791c7914f32bb4fad4,342c4258969c528c3469db9acaf6b0ad,delivered,"2017-06-28 23:31:33","2017-06-28 23:43:34","2017-06-29 11:47:41","2017-07-17 18:35:36","2017-07-20 00:00:00",19,0
0078a358a14592b887eb140ef515f5ab,e1f35a414cbae52d09c294b3e58c3e89,delivered,"2017-11-06 15:42:42","2017-11-06 22:36:39","2017-11-08 12:24:40","2017-11-21 19:04:54","2017-11-29 00:00:00",15,0
007beb35f98c075747e6fc4fd1c0cb73,e5c49220ea97eddff8b1fbb594913a43,delivered,"2017-09-23 08:32:53","2017-09-23 08:50:17","2017-09-26 16:43:03","2017-10-04 15:32:47","2017-10-20 00:00:00",11,0
007c7cb12ef3567531307ca78d395758,b4c4af6dbbbbafcfd8d6863fa0fc6e61,delivered,"2018-02-20 11:31:56","2018-02-20 11:47:38","2018-02-21 14:49:29","2018-03-12 20:52:30","2018-03-16 00:00:00",20,0
007ec946d4f798caf2b43c9d44c56421,3ace63287bc8b41172016c06a5093808,delivered,"2017-11-24 13:05:15","2017-11-25 04:15:38","2017-11-28 19:27:06","2017-12-06 22:38:40","2017-12-26 00:00:00",12,0
007ff0b0f79be782f633fc3b18cbe337,fc021f2dd664b49455528422c77b6aab,delivered,"2018-02-03 17:46:53","2018-02-03 20:10:10","2018-02-06 18:28:37","2018-02-14 20:27:04","2018-03-02 00:00:00",11,0
0081ce648af7d6a7bac2a93b6035d1e3,21fac8ff24f5231ff8f105323fea28a7,delivered,"2017-11-08 13:38:11","2017-11-09 05:31:39","2017-11-10 18:28:35","2017-11-22 19:33:00","2017-12-01 00:00:00",14,0
0084209c576daad6ff4534902fcb4892,7bfe2d37d3643c4bd9fe6fd5c4228d0e,delivered,"2017-07-05 13:14:26","2017-07-05 17:41:17","2017-07-06 15:29:25","2017-07-18 12:34:02","2017-07-27 00:00:00",13,0
008990da719764fb392914d8ab53ad04,cc4e2f483459498c9ce82a70ff415752,delivered,"2018-05-11 19:20:54","2018-05-11 19:37:41","2018-05-24 13:47:00","2018-06-05 14:18:36","2018-06-19 00:00:00",25,0
008dc31c0ae7121f2791953ae5f532c3,0855edaada8d5aeef50b56f26e604932,delivered,"2018-01-06 11:22:56","2018-01-06 11:33:49","2018-01-08 19:54:05","2018-01-29 21:22:18","2018-02-05 00:00:00",23,0
008eaf9004164883520d0bd32b107261,b2a65630374da38ec0653226f3ea4dbb,delivered,"2017-07-10 20:42:56","2017-07-12 02:10:13","2017-07-14 13:47:42","2017-07-21 20:34:41","2017-08-08 00:00:00",11,0
0093cbf16a6afb7f0ab7cc821b6f9e92,dce4e5a6bad0519b5c92cd5c4bc880d5,delivered,"2017-11-11 13:05:52","2017-11-11 13:26:57","2017-11-16 20:27:16","2017-11-25 14:46:58","2017-12-08 00:00:00",14,0
0094d4660e323945f84f5c29eb348aae,b2381a85f8237639da2719cd5981b007,delivered,"2018-01-24 22:05:42","2018-01-24 22:14:25","2018-01-25 18:22:43","2018-02-05 16:04:17","2018-02-23 00:00:00",12,0
0095790a64527ec83aeaaf99023c050e,6081c7acb40f63731b3c982857c79581,delivered,"2017-11-15 13:36:30","2017-11-15 13:50:26","2017-11-16 19:44:48","2017-12-07 21:46:56","2017-12-11 00:00:00",22,0
0097f0545a302aafa32782f1734ff71c,a60b063f8b715db294b889eae5acb4b6,delivered,"2018-03-05 18:15:11","2018-03-05 18:30:41","2018-03-06 22:04:03","2018-03-21 18:16:52","2018-03-21 00:00:00",16,0
009838529bb913846ab6670d22865381,062cc8c5ff387d407645b93970baee73,delivered,"2018-06-14 09:08:47","2018-06-14 09:37:53","2018-06-18 13:56:00","2018-06-26 16:36:44","2018-07-17 00:00:00",12,0
0098dbda25722a3f019fe252a0cd10b3,6ecb390e8056057a25a1b49c37206958,delivered,"2017-09-19 18:05:34","2017-09-21 02:45:37","2017-09-22 14:18:53","2017-10-02 18:06:44","2017-10-11 00:00:00",13,0
009905140e9f8cc35d5be897937381db,c5452f24faa0b6d0febc5ec4ea9e3b13,delivered,"2018-03-15 12:33:45","2018-03-15 12:49:18","2018-03-16 17:12:25","2018-03-28 20:44:41","2018-04-11 00:00:00",13,0
009c278fa2ed6e7ec498200b60193ca8,f016a9301ce9a894a43e607fc0355014,delivered,"2018-01-11 12:58:45","2018-01-11 13:10:34","2018-01-13 02:15:45","2018-01-31 21:12:54","2018-02-09 00:00:00",20,0
009e11afa25aa95ae78e60a793995c9b,1b7c152aba1c7478309329cfec0bb5d1,delivered,"2017-10-19 23:56:16","2017-10-20 00:15:00","2017-10-20 16:39:05","2017-10-31 23:22:56","2017-12-08 00:00:00",12,0
009fa9bd0d92710e840793bfefa80867,ed19fa6ce948d52be769926c2baaa17c,delivered,"2017-06-14 09:44:30","2017-06-17 03:50:11","2017-06-19 21:14:50","2017-07-08 17:26:30","2017-07-11 00:00:00",24,0
00a0116ff15ff973ea16bee881208ae7,89a187407adfc8a32a4d6233a6a237d8,delivered,"2018-02-18 16:22:23","2018-02-18 17:27:05","2018-02-19 18:22:53","2018-03-03 00:38:50","2018-03-15 00:00:00",13,0
00a174dbf11967d260033fa6ab711493,ae06f7ef9cae527f248b5401c5663265,delivered,"2017-11-27 10:29:23","2017-11-27 10:56:20","2017-11-29 20:03:53","2017-12-19 19:33:32","2017-12-20 00:00:00",22,0
00a3f1ef430d3984dece2f39d6cbf431,6220c6ab35c110dc7945b0bba49dc486,delivered,"2018-05-18 13:28:08","2018-05-18 13:55:09","2018-05-21 11:44:00","2018-06-06 15:42:48","2018-06-06 00:00:00",19,0
00a4d94df1c9757661679b2f4bd6d311,6fe655df4b9e1e4a3fc234cec27c55aa,delivered,"2018-04-26 12:41:29","2018-04-27 03:30:47","2018-05-02 10:20:00","2018-05-07 20:28:56","2018-05-22 00:00:00",11,0
00a690becda145533fa5a54daa7b6ad5,2826dbfaa1d90ea2b97c93c35fc4cd92,delivered,"2018-04-08 21:55:50","2018-04-08 22:09:40","2018-04-09 22:28:54","2018-04-24 12:57:05","2018-05-08 00:00:00",16,0
00a77f9cc25b05b2004752593d7b8888,acb6cc6ec99086b8b53c858a0731c189,delivered,"2017-06-22 19:53:24","2017-06-22 20:05:22","2017-06-23 12:33:16","2017-07-07 21:45:44","2017-07-14 00:00:00",15,0
00aa423621f35a9ca6c6240f275b0640,121e7c7ff597fcb5ad44189ffccafa70,delivered,"2017-11-23 14:51:32","2017-11-23 15:10:19","2017-11-24 22:03:23","2017-12-04 19:24:58","2017-12-13 00:00:00",11,0
00ab1aba567dfebdc39caa4e7ca2f1b2,f2a48c51664d5ca2d7401f95994bb8a9,delivered,"2017-09-01 14:01:04","2017-09-01 14:15:16","2017-09-05 21:11:01","2017-09-12 14:07:44","2017-10-03 00:00:00",11,0
00ab9fa91aafa3d881164b0da48999aa,8630914c34f45ca88a7589cddb8e0ae2,delivered,"2018-05-25 09:47:21","2018-05-26 09:50:04","2018-05-28 12:27:00","2018-06-07 00:18:30","2018-06-26 00:00:00",13,0
00ac05fe0fc047c54418098eb64e3aaa,8935036852a292fe1f61a03c7d51831d,delivered,"2018-02-18 14:19:55","2018-02-18 14:30:55","2018-02-21 10:12:12","2018-03-02 15:03:16","2018-03-16 00:00:00",12,0
00ac2a1ec784f71feeb7ba1e5959750d,47f6898621126fa91eda967684efadbb,delivered,"2018-04-06 11:26:54","2018-04-06 11:49:01","2018-04-10 00:26:36","2018-04-17 17:17:41","2018-05-07 00:00:00",11,0
00ace652c8a5072670f30674e5f19844,8ef0a1cf31ce44185f0ee98fd976ef70,delivered,"2018-01-19 00:35:45","2018-01-20 09:07:49","2018-01-31 16:44:05","2018-02-19 17:12:48","2018-03-06 00:00:00",31,0
00ad1a02d4d9decad15c7e8f8a9470cc,db4ce50bf63f8c1a9518462b0499aabd,delivered,"2018-08-04 12:40:43","2018-08-04 12:50:17","2018-08-06 11:08:00","2018-08-17 22:21:27","2018-09-04 00:00:00",13,0
00af3d9ddff7f256e83d79247dbe1a9f,279084854f91753f3c2feba81d4573a5,delivered,"2018-02-21 12:11:48","2018-02-21 12:30:31","2018-02-22 18:52:19","2018-03-07 23:47:31","2018-03-26 00:00:00",14,0
00af53fdc2002f5b6a8f16db648e003b,b1517b4078772e718a46e03f9ea9321f,delivered,"2017-06-20 15:00:00","2017-06-20 15:15:17","2017-06-23 12:15:50","2017-07-03 14:59:32","2017-07-10 00:00:00",13,0
00b30bb163474583c14db1689259cf4d,b626b511cecb256e0d1514d883084a38,delivered,"2018-01-31 13:57:27","2018-01-31 14:13:31","2018-02-06 17:47:50","2018-02-17 18:36:59","2018-03-05 00:00:00",17,0
00b402e8a76d3da83714c52d3977cc2d,ffca23943c4b620ea24812018373fa3f,delivered,"2018-01-01 18:03:43","2018-01-01 18:11:33","2018-01-03 19:52:24","2018-01-19 12:08:06","2018-01-31 00:00:00",18,0
00b47ee856118583dbec7d1f9b18d847,7f6a163f7d28e407e5eaa735bf7014c5,delivered,"2018-03-26 19:58:48","2018-03-26 20:10:20","2018-03-27 22:45:50","2018-04-09 18:52:28","2018-04-13 00:00:00",14,0
00b676b01c289cc661c6f7732492771a,ca9a6ae226341827c9614ce7568db46c,delivered,"2017-08-02 15:30:42","2017-08-02 15:45:15","2017-08-08 15:37:43","2017-08-15 11:22:26","2017-08-24 00:00:00",13,0
00b8d354b36820e9d6131fd5173c5581,a17846ed33d62b0e48c6f07ce9132318,delivered,"2018-02-24 13:05:44","2018-02-27 04:31:16","2018-03-01 15:27:04","2018-03-08 21:26:35","2018-03-21 00:00:00",12,0
00ba414462370af2d76195d12e0d5481,0623ac95ea8764ca730185db76ea56a0,delivered,"2017-11-30 10:00:43","2017-11-30 10:22:08","2017-12-04 21:13:48","2017-12-16 00:09:13","2018-01-02 00:00:00",16,0
00bd2cb7e9076e1ccc9f766fc01a4cfd,45016dcb53fa07cb0c050dc78b2d6f51,delivered,"2018-04-18 10:00:14","2018-04-18 10:15:17","2018-04-23 23:41:49","2018-04-30 21:16:48","2018-05-23 00:00:00",12,0
00c42b1633c1b2fa4e937bf312466561,36d63113a38882f3f464f8eaa96c4b1c,delivered,"2018-01-13 13:52:54","2018-01-13 14:09:30","2018-01-15 19:32:48","2018-02-08 21:12:51","2018-02-15 00:00:00",26,0
00c47fefb9a49baec12ab3654d7f548e,411373e81bbd24b0356ca1274e9c03fe,delivered,"2017-12-06 00:08:49","2017-12-06 00:18:33","2017-12-06 22:28:59","2018-01-16 21:05:08","2018-01-31 00:00:00",41,0
00c763284c0056eed753352f5559ff0a,0bbbcba4fb2d97e129f2f2622d82eabc,delivered,"2018-05-31 23:51:24","2018-06-01 00:10:44","2018-06-01 14:42:00","2018-06-13 15:34:39","2018-07-04 00:00:00",13,0
00c826c901ab01b6f598a8f0c9b56b82,cd46bd8781c25750e96a37a5e32450cc,delivered,"2018-04-20 10:24:13","2018-04-20 10:35:25","2018-04-24 15:55:40","2018-05-02 16:28:42","2018-05-18 00:00:00",12,0
00c842d0ae6462afc1d38fc055b02c75,3eb456ae69430643eb134b74ccc4f261,delivered,"2017-11-08 17:36:48","2017-11-08 18:30:52","2017-11-16 18:42:49","2017-11-21 17:37:51","2017-11-29 00:00:00",13,0
00c8be06a8029e300dabd52c7d4c6ad2,5508ab552ed2d4da9d21e777849034d0,delivered,"2018-02-11 00:36:56","2018-02-11 01:48:42","2018-02-14 18:23:20","2018-02-27 21:08:12","2018-03-09 00:00:00",16,0
00c9474e0334f7a4ffc8c3a8bd21a51e,e84d9c0fb40fccf1b0e326e840f6a8ec,delivered,"2018-05-04 19:19:10","2018-05-05 15:50:46","2018-05-09 15:10:00","2018-05-16 22:56:45","2018-05-17 00:00:00",12,0
00cb9736c0b43d6c1e2fbb2b88e69f6a,d73144ccd5680a3ed460ed34939c036e,delivered,"2018-01-29 10:23:47","2018-01-29 10:39:33","2018-01-29 21:32:49","2018-02-16 19:23:12","2018-03-05 00:00:00",18,0
00cf2b04c59f0ecaf822bf3f334d5c3b,ff63f83bb3b2dc9a2df626cefbddda8b,delivered,"2018-03-28 09:20:37","2018-03-28 09:30:27","2018-03-29 23:54:40","2018-04-09 19:08:49","2018-04-16 00:00:00",12,0
00cfabbe2a93b70beeec4894f86712a8,bf2cd0dfd7ad8b44be636ba1079d6358,delivered,"2017-06-10 07:56:30","2017-06-13 04:50:29","2017-06-14 17:06:10","2017-06-22 15:27:09","2017-07-05 00:00:00",12,0
00d15ff0236872686e4899ed1ce680ad,8ebb06c13ec14673af1630a22715f4bd,delivered,"2018-08-07 16:33:59","2018-08-09 03:55:11","2018-08-14 15:24:00","2018-08-21 19:04:31","2018-08-30 00:00:00",14,0
00d4439957b7fd3f8da4a33a965817fb,150262ecde07c5bc549ca2cc732dcbde,delivered,"2017-04-19 07:47:04","2017-04-19 08:02:02","2017-04-20 09:17:16","2017-05-03 10:43:35","2017-05-11 00:00:00",14,0
00d88c00221ce96a1cfcaca9f2fceb3b,2726ee187e4908c9683ac2a8a0424af1,delivered,"2018-03-06 23:02:01","2018-03-06 23:15:29","2018-03-08 20:50:34","2018-03-28 15:49:01","2018-03-28 00:00:00",22,0
00d8d65b666158b633f96054d31af43b,5e98d1f8f0534c460557d71961a7f10a,delivered,"2017-10-13 19:57:48","2017-10-17 04:24:35","2017-10-18 10:53:25","2017-11-07 20:38:45","2017-11-07 00:00:00",25,0
