product_category_name_english,order_purchase_timestamp,total_sales_val,cumulative_sum
bed_bath_table,"2017-01-31 11:54:14",74.49,5041.70
bed_bath_table,"2017-01-31 13:34:09",87.27,5128.97
bed_bath_table,"2017-01-31 16:13:48",85.60,5214.57
bed_bath_table,"2017-01-31 16:13:48",127.50,5342.07
bed_bath_table,"2017-01-31 22:31:13",81.78,5423.85
bed_bath_table,"2017-02-01 09:12:31",40.52,5464.37
bed_bath_table,"2017-02-01 11:53:55",87.27,5551.64
bed_bath_table,"2017-02-01 13:01:34",100.64,5652.28
bed_bath_table,"2017-02-01 15:30:26",41.64,5693.92
bed_bath_table,"2017-02-02 12:34:47",124.53,5818.45
bed_bath_table,"2017-02-03 11:31:48",26.12,5844.57
bed_bath_table,"2017-02-03 15:20:03",88.83,5933.40
bed_bath_table,"2017-02-03 17:20:12",119.09,6052.49
bed_bath_table,"2017-02-04 13:24:34",34.52,6087.01
bed_bath_table,"2017-02-04 15:51:22",143.39,6230.40
bed_bath_table,"2017-02-04 21:27:04",179.30,6409.70
bed_bath_table,"2017-02-05 11:09:50",103.11,6512.81
bed_bath_table,"2017-02-05 12:08:28",167.69,6680.50
bed_bath_table,"2017-02-05 17:54:30",93.13,6773.63
bed_bath_table,"2017-02-05 18:54:57",124.53,6898.16
bed_bath_table,"2017-02-05 19:13:56",29.42,6927.58
bed_bath_table,"2017-02-05 19:31:37",211.40,7138.98
bed_bath_table,"2017-02-05 21:43:48",94.73,7233.71
bed_bath_table,"2017-02-05 21:46:05",107.27,7340.98
bed_bath_table,"2017-02-05 22:01:30",352.29,7693.27
bed_bath_table,"2017-02-05 23:12:12",76.66,7769.93
bed_bath_table,"2017-02-06 01:24:51",124.89,7894.82
bed_bath_table,"2017-02-06 08:50:31",169.23,8064.05
bed_bath_table,"2017-02-06 14:19:04",86.78,8150.83
bed_bath_table,"2017-02-06 14:56:21",114.42,8265.25
bed_bath_table,"2017-02-06 14:56:42",123.34,8388.59
bed_bath_table,"2017-02-06 15:02:59",72.63,8461.22
bed_bath_table,"2017-02-06 17:06:39",118.88,8580.10
bed_bath_table,"2017-02-06 17:06:53",165.43,8745.53
bed_bath_table,"2017-02-06 17:13:06",72.63,8818.16
bed_bath_table,"2017-02-06 21:14:15",150.89,8969.05
bed_bath_table,"2017-02-07 10:07:57",36.96,9006.01
bed_bath_table,"2017-02-07 10:07:57",36.96,9042.97
bed_bath_table,"2017-02-07 10:26:05",85.15,9128.12
bed_bath_table,"2017-02-07 11:52:04",66.06,9194.18
bed_bath_table,"2017-02-07 12:28:07",186.29,9380.47
bed_bath_table,"2017-02-07 14:36:30",102.23,9482.70
bed_bath_table,"2017-02-07 15:25:41",85.60,9568.30
bed_bath_table,"2017-02-07 20:57:58",81.78,9650.08
bed_bath_table,"2017-02-07 21:24:48",118.88,9768.96
bed_bath_table,"2017-02-08 15:35:42",54.11,9823.07
bed_bath_table,"2017-02-08 18:00:36",30.96,9854.03
bed_bath_table,"2017-02-08 18:28:10",94.63,9948.66
bed_bath_table,"2017-02-08 19:45:37",107.27,10055.93
bed_bath_table,"2017-02-08 19:45:37",107.27,10163.20
bed_bath_table,"2017-02-08 19:51:19",34.52,10197.72
bed_bath_table,"2017-02-08 23:08:53",66.65,10264.37
bed_bath_table,"2017-02-09 10:42:07",69.10,10333.47
bed_bath_table,"2017-02-09 11:01:15",235.71,10569.18
bed_bath_table,"2017-02-09 12:12:22",268.08,10837.26
bed_bath_table,"2017-02-09 13:07:09",137.14,10974.40
bed_bath_table,"2017-02-09 19:33:07",149.98,11124.38
bed_bath_table,"2017-02-09 23:55:19",103.11,11227.49
bed_bath_table,"2017-02-10 11:46:44",155.05,11382.54
bed_bath_table,"2017-02-10 11:46:44",155.05,11537.59
bed_bath_table,"2017-02-10 12:04:19",178.13,11715.72
bed_bath_table,"2017-02-10 12:04:19",286.16,12001.88
bed_bath_table,"2017-02-10 15:29:29",36.73,12038.61
bed_bath_table,"2017-02-10 15:36:37",76.50,12115.11
bed_bath_table,"2017-02-10 18:17:17",181.10,12296.21
bed_bath_table,"2017-02-11 16:11:15",59.46,12355.67
bed_bath_table,"2017-02-11 19:23:50",45.16,12400.83
bed_bath_table,"2017-02-11 19:23:50",45.16,12445.99
bed_bath_table,"2017-02-12 15:08:08",118.90,12564.89
bed_bath_table,"2017-02-12 16:41:04",191.23,12756.12
bed_bath_table,"2017-02-12 18:12:18",85.60,12841.72
bed_bath_table,"2017-02-12 18:37:11",181.10,13022.82
bed_bath_table,"2017-02-12 19:08:25",118.88,13141.70
bed_bath_table,"2017-02-12 20:51:15",72.63,13214.33
bed_bath_table,"2017-02-13 00:12:17",152.35,13366.68
bed_bath_table,"2017-02-13 10:06:50",114.73,13481.41
bed_bath_table,"2017-02-13 14:20:36",96.88,13578.29
bed_bath_table,"2017-02-13 16:45:18",42.05,13620.34
bed_bath_table,"2017-02-13 16:45:18",42.05,13662.39
bed_bath_table,"2017-02-13 18:21:58",30.96,13693.35
bed_bath_table,"2017-02-13 19:31:49",181.10,13874.45
bed_bath_table,"2017-02-13 22:09:21",97.58,13972.03
bed_bath_table,"2017-02-14 09:04:02",125.88,14097.91
bed_bath_table,"2017-02-14 12:58:05",150.89,14248.80
bed_bath_table,"2017-02-14 12:58:05",150.89,14399.69
bed_bath_table,"2017-02-14 12:58:05",150.89,14550.58
bed_bath_table,"2017-02-14 12:58:05",150.89,14701.47
bed_bath_table,"2017-02-14 16:58:11",85.60,14787.07
bed_bath_table,"2017-02-14 18:12:11",237.59,15024.66
bed_bath_table,"2017-02-14 18:12:12",236.55,15261.21
bed_bath_table,"2017-02-14 18:12:12",236.55,15497.76
bed_bath_table,"2017-02-14 23:12:30",148.97,15646.73
bed_bath_table,"2017-02-14 23:38:33",105.83,15752.56
bed_bath_table,"2017-02-15 01:47:10",40.55,15793.11
bed_bath_table,"2017-02-15 09:50:18",147.03,15940.14
bed_bath_table,"2017-02-15 10:10:58",115.88,16056.02
bed_bath_table,"2017-02-15 11:21:34",85.60,16141.62
bed_bath_table,"2017-02-15 16:18:40",144.00,16285.62
bed_bath_table,"2017-02-15 17:42:51",52.09,16337.71
bed_bath_table,"2017-02-15 22:46:12",45.16,16382.87
bed_bath_table,"2017-02-15 23:00:16",179.92,16562.79
bed_bath_table,"2017-02-16 09:35:34",85.60,16648.39
bed_bath_table,"2017-02-16 10:33:18",153.10,16801.49
bed_bath_table,"2017-02-16 11:53:48",181.19,16982.68
bed_bath_table,"2017-02-16 11:53:48",181.19,17163.87
bed_bath_table,"2017-02-16 14:28:23",36.73,17200.60
bed_bath_table,"2017-02-16 14:28:23",36.73,17237.33
bed_bath_table,"2017-02-17 08:05:08",161.91,17399.24
bed_bath_table,"2017-02-17 11:22:13",62.83,17462.07
bed_bath_table,"2017-02-17 13:53:06",101.98,17564.05
bed_bath_table,"2017-02-17 15:53:27",157.19,17721.24
bed_bath_table,"2017-02-17 16:52:16",73.52,17794.76
bed_bath_table,"2017-02-17 18:06:13",61.66,17856.42
bed_bath_table,"2017-02-17 18:06:13",123.59,17980.01
bed_bath_table,"2017-02-17 19:05:22",177.59,18157.60
bed_bath_table,"2017-02-18 07:45:01",217.33,18374.93
bed_bath_table,"2017-02-18 07:45:01",145.00,18519.93
bed_bath_table,"2017-02-18 11:09:50",106.69,18626.62
bed_bath_table,"2017-02-18 14:39:44",106.69,18733.31
bed_bath_table,"2017-02-18 14:53:29",103.79,18837.10
bed_bath_table,"2017-02-19 16:46:45",93.31,18930.41
bed_bath_table,"2017-02-19 20:09:01",130.90,19061.31
bed_bath_table,"2017-02-20 10:34:41",173.21,19234.52
bed_bath_table,"2017-02-20 15:17:59",88.63,19323.15
bed_bath_table,"2017-02-20 17:49:43",85.60,19408.75
bed_bath_table,"2017-02-20 19:58:47",26.12,19434.87
bed_bath_table,"2017-02-20 19:58:47",26.12,19460.99
bed_bath_table,"2017-02-20 21:57:03",205.16,19666.15
bed_bath_table,"2017-02-21 10:00:48",254.80,19920.95
bed_bath_table,"2017-02-21 21:27:33",181.10,20102.05
bed_bath_table,"2017-02-21 23:17:02",115.34,20217.39
bed_bath_table,"2017-02-22 12:12:53",181.10,20398.49
bed_bath_table,"2017-02-22 13:20:42",104.70,20503.19
bed_bath_table,"2017-02-22 15:57:21",36.73,20539.92
bed_bath_table,"2017-02-22 21:04:11",123.06,20662.98
bed_bath_table,"2017-02-22 21:56:02",133.98,20796.96
bed_bath_table,"2017-02-22 21:56:03",189.37,20986.33
bed_bath_table,"2017-02-23 15:32:20",124.89,21111.22
bed_bath_table,"2017-02-23 15:32:20",124.89,21236.11
bed_bath_table,"2017-02-23 15:32:20",124.89,21361.00
bed_bath_table,"2017-02-23 18:52:47",94.22,21455.22
bed_bath_table,"2017-02-24 10:17:12",128.95,21584.17
bed_bath_table,"2017-02-24 15:28:22",133.98,21718.15
bed_bath_table,"2017-02-24 15:29:20",149.98,21868.13
bed_bath_table,"2017-02-24 15:29:20",149.98,22018.11
bed_bath_table,"2017-02-24 18:04:56",93.04,22111.15
bed_bath_table,"2017-02-24 22:00:25",95.67,22206.82
bed_bath_table,"2017-02-24 22:27:07",123.25,22330.07
bed_bath_table,"2017-02-24 22:27:14",52.18,22382.25
bed_bath_table,"2017-02-25 06:19:20",40.52,22422.77
bed_bath_table,"2017-02-25 07:53:03",137.14,22559.91
bed_bath_table,"2017-02-25 08:39:09",62.83,22622.74
bed_bath_table,"2017-02-25 14:12:57",28.42,22651.16
bed_bath_table,"2017-02-25 18:06:22",103.11,22754.27
bed_bath_table,"2017-02-25 19:02:11",84.12,22838.39
bed_bath_table,"2017-02-25 20:02:58",81.78,22920.17
bed_bath_table,"2017-02-26 11:09:04",124.44,23044.61
bed_bath_table,"2017-02-26 23:08:40",81.78,23126.39
bed_bath_table,"2017-02-27 02:20:06",28.72,23155.11
bed_bath_table,"2017-02-27 09:49:06",284.45,23439.56
bed_bath_table,"2017-02-27 09:49:06",284.45,23724.01
bed_bath_table,"2017-02-27 16:42:32",179.56,23903.57
bed_bath_table,"2017-02-27 17:25:10",72.50,23976.07
bed_bath_table,"2017-02-27 19:54:25",120.85,24096.92
bed_bath_table,"2017-02-28 11:11:32",101.14,24198.06
bed_bath_table,"2017-02-28 13:40:03",160.18,24358.24
bed_bath_table,"2017-02-28 14:46:06",87.62,24445.86
bed_bath_table,"2017-02-28 16:24:19",124.44,24570.30
bed_bath_table,"2017-02-28 17:52:26",46.64,24616.94
bed_bath_table,"2017-02-28 18:50:42",104.70,24721.64
bed_bath_table,"2017-03-01 09:02:58",30.96,24752.60
bed_bath_table,"2017-03-01 09:13:57",178.18,24930.78
bed_bath_table,"2017-03-01 09:26:18",114.79,25045.57
bed_bath_table,"2017-03-01 11:21:58",163.16,25208.73
bed_bath_table,"2017-03-01 11:51:01",85.60,25294.33
bed_bath_table,"2017-03-01 13:25:04",101.14,25395.47
bed_bath_table,"2017-03-01 14:04:00",137.30,25532.77
bed_bath_table,"2017-03-01 14:04:00",89.06,25621.83
bed_bath_table,"2017-03-01 14:10:25",227.98,25849.81
bed_bath_table,"2017-03-01 15:02:59",114.73,25964.54
bed_bath_table,"2017-03-01 15:03:00",137.14,26101.68
bed_bath_table,"2017-03-01 16:38:52",187.45,26289.13
bed_bath_table,"2017-03-01 17:02:09",107.27,26396.40
bed_bath_table,"2017-03-01 17:24:54",148.97,26545.37
bed_bath_table,"2017-03-01 17:55:35",41.64,26587.01
bed_bath_table,"2017-03-01 17:58:28",192.22,26779.23
bed_bath_table,"2017-03-01 19:49:15",40.42,26819.65
bed_bath_table,"2017-03-01 22:10:25",40.52,26860.17
bed_bath_table,"2017-03-02 10:19:51",123.25,26983.42
bed_bath_table,"2017-03-02 11:30:42",64.46,27047.88
bed_bath_table,"2017-03-02 12:56:12",81.78,27129.66
bed_bath_table,"2017-03-02 22:09:37",104.70,27234.36
bed_bath_table,"2017-03-03 08:32:31",76.66,27311.02
bed_bath_table,"2017-03-03 15:25:02",154.61,27465.63
bed_bath_table,"2017-03-03 16:13:44",105.73,27571.36
bed_bath_table,"2017-03-03 16:13:44",105.73,27677.09
bed_bath_table,"2017-03-03 16:13:44",105.73,27782.82
bed_bath_table,"2017-03-03 16:39:10",92.32,27875.14
bed_bath_table,"2017-03-03 23:50:26",96.65,27971.79
bed_bath_table,"2017-03-04 08:25:56",85.60,28057.39
bed_bath_table,"2017-03-04 10:22:53",29.95,28087.34
bed_bath_table,"2017-03-04 13:26:19",78.69,28166.03
bed_bath_table,"2017-03-04 22:40:12",101.14,28267.17
bed_bath_table,"2017-03-04 23:21:48",186.61,28453.78
bed_bath_table,"2017-03-04 23:21:48",186.61,28640.39
bed_bath_table,"2017-03-05 13:29:20",107.27,28747.66
bed_bath_table,"2017-03-05 15:51:55",106.23,28853.89
bed_bath_table,"2017-03-05 15:51:55",106.23,28960.12
bed_bath_table,"2017-03-05 18:25:38",28.42,28988.54
bed_bath_table,"2017-03-05 20:49:57",129.26,29117.80
bed_bath_table,"2017-03-05 20:49:57",129.26,29247.06
bed_bath_table,"2017-03-05 21:23:38",110.70,29357.76
bed_bath_table,"2017-03-05 23:21:34",92.32,29450.08
bed_bath_table,"2017-03-06 09:44:32",101.14,29551.22
bed_bath_table,"2017-03-06 11:04:32",101.14,29652.36
bed_bath_table,"2017-03-06 11:20:27",24.86,29677.22
bed_bath_table,"2017-03-06 12:04:15",81.78,29759.00
bed_bath_table,"2017-03-06 14:05:57",86.61,29845.61
bed_bath_table,"2017-03-06 20:08:47",128.95,29974.56
bed_bath_table,"2017-03-06 22:56:51",123.25,30097.81
bed_bath_table,"2017-03-07 09:35:48",39.42,30137.23
bed_bath_table,"2017-03-07 10:25:57",248.26,30385.49
bed_bath_table,"2017-03-07 11:47:20",85.60,30471.09
bed_bath_table,"2017-03-07 12:36:25",85.15,30556.24
bed_bath_table,"2017-03-07 14:53:22",81.78,30638.02
bed_bath_table,"2017-03-07 15:04:38",85.60,30723.62
bed_bath_table,"2017-03-07 17:12:18",232.15,30955.77
bed_bath_table,"2017-03-07 17:44:19",119.76,31075.53
bed_bath_table,"2017-03-07 18:28:16",140.82,31216.35
bed_bath_table,"2017-03-07 20:32:03",81.36,31297.71
bed_bath_table,"2017-03-07 20:32:03",76.02,31373.73
bed_bath_table,"2017-03-07 21:15:07",246.03,31619.76
bed_bath_table,"2017-03-08 08:35:41",101.14,31720.90
bed_bath_table,"2017-03-08 09:41:50",105.73,31826.63
bed_bath_table,"2017-03-08 14:09:17",118.26,31944.89
bed_bath_table,"2017-03-08 14:09:17",126.54,32071.43
bed_bath_table,"2017-03-08 14:09:17",126.54,32197.97
bed_bath_table,"2017-03-08 17:49:50",36.05,32234.02
bed_bath_table,"2017-03-08 19:30:26",96.20,32330.22
bed_bath_table,"2017-03-08 21:11:42",242.97,32573.19
bed_bath_table,"2017-03-09 01:36:39",85.60,32658.79
bed_bath_table,"2017-03-09 11:44:39",25.08,32683.87
bed_bath_table,"2017-03-09 11:44:39",22.42,32706.29
bed_bath_table,"2017-03-09 11:44:39",25.08,32731.37
bed_bath_table,"2017-03-09 14:58:08",66.09,32797.46
bed_bath_table,"2017-03-09 17:35:46",143.39,32940.85
bed_bath_table,"2017-03-09 17:45:48",95.57,33036.42
bed_bath_table,"2017-03-09 18:02:21",85.60,33122.02
bed_bath_table,"2017-03-09 18:15:38",913.16,34035.18
bed_bath_table,"2017-03-09 18:51:49",85.60,34120.78
bed_bath_table,"2017-03-09 19:38:22",81.78,34202.56
bed_bath_table,"2017-03-09 20:50:46",127.41,34329.97
bed_bath_table,"2017-03-09 21:27:28",115.02,34444.99
bed_bath_table,"2017-03-09 22:42:12",79.56,34524.55
bed_bath_table,"2017-03-09 22:42:12",79.56,34604.11
bed_bath_table,"2017-03-10 07:58:13",77.75,34681.86
bed_bath_table,"2017-03-10 08:13:06",186.61,34868.47
bed_bath_table,"2017-03-10 12:50:20",109.68,34978.15
bed_bath_table,"2017-03-10 12:50:20",109.68,35087.83
bed_bath_table,"2017-03-10 16:51:40",97.20,35185.03
bed_bath_table,"2017-03-10 17:25:34",119.76,35304.79
bed_bath_table,"2017-03-11 08:18:51",106.23,35411.02
bed_bath_table,"2017-03-11 09:44:32",151.49,35562.51
bed_bath_table,"2017-03-11 11:33:13",117.53,35680.04
bed_bath_table,"2017-03-11 11:54:28",201.30,35881.34
bed_bath_table,"2017-03-11 15:37:58",119.76,36001.10
bed_bath_table,"2017-03-11 16:05:44",26.86,36027.96
bed_bath_table,"2017-03-11 16:05:44",23.86,36051.82
bed_bath_table,"2017-03-11 16:55:15",60.42,36112.24
bed_bath_table,"2017-03-11 17:20:21",108.24,36220.48
bed_bath_table,"2017-03-11 17:20:21",108.24,36328.72
bed_bath_table,"2017-03-11 17:20:21",148.39,36477.11
bed_bath_table,"2017-03-11 17:20:21",242.08,36719.19
bed_bath_table,"2017-03-11 17:52:04",93.13,36812.32
bed_bath_table,"2017-03-11 18:39:33",56.91,36869.23
bed_bath_table,"2017-03-11 18:46:30",107.27,36976.50
bed_bath_table,"2017-03-11 19:06:15",93.04,37069.54
bed_bath_table,"2017-03-12 10:02:30",29.95,37099.49
bed_bath_table,"2017-03-12 14:02:57",85.60,37185.09
bed_bath_table,"2017-03-12 14:02:57",127.41,37312.50
bed_bath_table,"2017-03-12 15:34:47",35.86,37348.36
bed_bath_table,"2017-03-12 21:20:57",119.76,37468.12
bed_bath_table,"2017-03-12 22:12:18",127.41,37595.53
bed_bath_table,"2017-03-13 07:26:25",101.14,37696.67
bed_bath_table,"2017-03-13 10:57:14",150.89,37847.56
bed_bath_table,"2017-03-13 15:43:08",104.70,37952.26
bed_bath_table,"2017-03-13 15:48:42",145.01,38097.27
bed_bath_table,"2017-03-13 17:11:30",119.76,38217.03
bed_bath_table,"2017-03-13 19:10:13",107.27,38324.30
bed_bath_table,"2017-03-13 21:53:51",81.78,38406.08
bed_bath_table,"2017-03-13 21:59:50",134.51,38540.59
bed_bath_table,"2017-03-14 00:26:29",149.09,38689.68
bed_bath_table,"2017-03-14 00:31:44",33.86,38723.54
bed_bath_table,"2017-03-14 11:14:06",114.79,38838.33
bed_bath_table,"2017-03-14 12:18:22",75.62,38913.95
bed_bath_table,"2017-03-14 12:30:59",123.25,39037.20
bed_bath_table,"2017-03-14 14:08:29",337.18,39374.38
bed_bath_table,"2017-03-14 16:05:36",107.27,39481.65
bed_bath_table,"2017-03-14 16:47:29",139.02,39620.67
bed_bath_table,"2017-03-15 10:52:36",75.62,39696.29
bed_bath_table,"2017-03-15 12:21:55",24.86,39721.15
bed_bath_table,"2017-03-15 14:43:22",191.23,39912.38
bed_bath_table,"2017-03-15 16:38:56",146.51,40058.89
bed_bath_table,"2017-03-15 16:38:57",151.18,40210.07
bed_bath_table,"2017-03-15 21:23:47",186.20,40396.27
bed_bath_table,"2017-03-15 23:08:15",72.50,40468.77
bed_bath_table,"2017-03-15 23:09:18",114.79,40583.56
bed_bath_table,"2017-03-16 09:05:50",134.47,40718.03
bed_bath_table,"2017-03-16 09:05:50",102.18,40820.21
bed_bath_table,"2017-03-16 10:12:09",101.14,40921.35
bed_bath_table,"2017-03-16 11:18:01",55.72,40977.07
bed_bath_table,"2017-03-16 11:41:41",85.88,41062.95
bed_bath_table,"2017-03-16 11:53:10",24.86,41087.81
bed_bath_table,"2017-03-16 12:39:35",85.60,41173.41
bed_bath_table,"2017-03-16 14:06:02",40.52,41213.93
bed_bath_table,"2017-03-16 14:06:02",40.52,41254.45
bed_bath_table,"2017-03-16 14:36:05",90.70,41345.15
bed_bath_table,"2017-03-16 14:36:05",115.48,41460.63
bed_bath_table,"2017-03-16 14:36:05",90.70,41551.33
bed_bath_table,"2017-03-16 14:43:07",39.42,41590.75
bed_bath_table,"2017-03-16 16:16:02",56.42,41647.17
bed_bath_table,"2017-03-17 08:08:05",52.06,41699.23
bed_bath_table,"2017-03-17 08:08:05",52.06,41751.29
bed_bath_table,"2017-03-17 11:32:27",129.47,41880.76
bed_bath_table,"2017-03-17 14:01:34",150.89,42031.65
bed_bath_table,"2017-03-17 15:13:04",217.45,42249.10
bed_bath_table,"2017-03-17 15:56:47",47.42,42296.52
bed_bath_table,"2017-03-17 15:56:47",47.42,42343.94
bed_bath_table,"2017-03-17 17:41:58",52.09,42396.03
bed_bath_table,"2017-03-17 19:53:01",77.75,42473.78
bed_bath_table,"2017-03-18 08:17:01",24.86,42498.64
bed_bath_table,"2017-03-18 11:10:54",139.60,42638.24
bed_bath_table,"2017-03-18 11:36:04",28.42,42666.66
bed_bath_table,"2017-03-18 11:49:25",87.23,42753.89
bed_bath_table,"2017-03-18 14:36:49",150.89,42904.78
bed_bath_table,"2017-03-18 20:16:13",182.49,43087.27
bed_bath_table,"2017-03-18 21:08:16",24.86,43112.13
bed_bath_table,"2017-03-18 21:58:38",40.42,43152.55
bed_bath_table,"2017-03-18 22:34:25",121.28,43273.83
bed_bath_table,"2017-03-18 23:16:57",123.03,43396.86
bed_bath_table,"2017-03-19 17:02:45",135.95,43532.81
bed_bath_table,"2017-03-19 17:02:45",135.95,43668.76
bed_bath_table,"2017-03-20 09:28:58",134.76,43803.52
bed_bath_table,"2017-03-20 09:28:58",129.50,43933.02
bed_bath_table,"2017-03-20 14:36:29",104.70,44037.72
bed_bath_table,"2017-03-20 14:45:57",32.42,44070.14
bed_bath_table,"2017-03-20 17:52:09",101.14,44171.28
bed_bath_table,"2017-03-20 19:08:08",121.07,44292.35
bed_bath_table,"2017-03-20 20:52:28",24.86,44317.21
bed_bath_table,"2017-03-20 22:21:57",80.77,44397.98
bed_bath_table,"2017-03-20 22:24:07",45.46,44443.44
bed_bath_table,"2017-03-20 22:24:07",45.46,44488.90
bed_bath_table,"2017-03-20 22:24:07",45.46,44534.36
bed_bath_table,"2017-03-20 22:34:04",107.36,44641.72
bed_bath_table,"2017-03-20 22:57:53",100.31,44742.03
bed_bath_table,"2017-03-21 11:30:09",145.01,44887.04
bed_bath_table,"2017-03-21 12:15:51",119.76,45006.80
bed_bath_table,"2017-03-21 19:25:23",81.78,45088.58
bed_bath_table,"2017-03-21 22:07:40",139.02,45227.60
bed_bath_table,"2017-03-22 07:14:31",41.64,45269.24
bed_bath_table,"2017-03-22 09:11:11",275.89,45545.13
bed_bath_table,"2017-03-22 09:56:29",284.71,45829.84
bed_bath_table,"2017-03-22 12:29:08",145.92,45975.76
bed_bath_table,"2017-03-22 12:29:08",145.92,46121.68
bed_bath_table,"2017-03-22 13:49:12",107.27,46228.95
bed_bath_table,"2017-03-22 14:09:46",135.94,46364.89
bed_bath_table,"2017-03-22 14:59:15",103.11,46468.00
bed_bath_table,"2017-03-22 15:14:25",66.99,46534.99
bed_bath_table,"2017-03-22 15:14:25",66.99,46601.98
bed_bath_table,"2017-03-22 16:16:19",133.98,46735.96
bed_bath_table,"2017-03-22 16:26:23",55.46,46791.42
bed_bath_table,"2017-03-22 17:29:47",136.02,46927.44
bed_bath_table,"2017-03-22 17:33:15",97.20,47024.64
bed_bath_table,"2017-03-22 20:23:47",139.33,47163.97
bed_bath_table,"2017-03-22 21:33:58",127.41,47291.38
bed_bath_table,"2017-03-22 21:33:58",127.41,47418.79
bed_bath_table,"2017-03-22 22:47:42",299.24,47718.03
bed_bath_table,"2017-03-23 01:45:10",35.86,47753.89
bed_bath_table,"2017-03-23 08:15:57",117.34,47871.23
bed_bath_table,"2017-03-23 11:58:25",101.14,47972.37
bed_bath_table,"2017-03-23 11:58:25",101.14,48073.51
bed_bath_table,"2017-03-23 13:54:11",114.79,48188.30
bed_bath_table,"2017-03-23 14:28:37",72.18,48260.48
bed_bath_table,"2017-03-23 14:28:37",72.18,48332.66
bed_bath_table,"2017-03-23 14:43:47",28.42,48361.08
bed_bath_table,"2017-03-23 15:19:06",107.27,48468.35
bed_bath_table,"2017-03-23 15:19:06",107.27,48575.62
bed_bath_table,"2017-03-23 16:28:26",28.42,48604.04
bed_bath_table,"2017-03-23 16:28:26",28.42,48632.46
bed_bath_table,"2017-03-23 17:36:38",75.96,48708.42
bed_bath_table,"2017-03-23 17:36:38",75.96,48784.38
bed_bath_table,"2017-03-23 17:36:38",75.96,48860.34
bed_bath_table,"2017-03-23 19:58:27",68.84,48929.18
bed_bath_table,"2017-03-23 22:45:46",242.22,49171.40
bed_bath_table,"2017-03-23 22:59:10",71.38,49242.78
bed_bath_table,"2017-03-24 06:12:05",28.95,49271.73
bed_bath_table,"2017-03-24 06:19:53",29.95,49301.68
bed_bath_table,"2017-03-24 11:33:58",263.90,49565.58
